ID,Store Number,Store Name,Address,City,State,Zip Code,Route Number,Driver,Region,Territory,Sub-Territory,Latitude,Longitude,Last Sale,Last Visited,Dormant
KFW02682,KFW02682,KEY FOOD 02682 OUT OF USE,1205 W PRATT STREET,Baltimore,MD,21223,203,Route 203 Driver,Baltimore City,Baltimore City,Baltimore City,39.284449,-76.6353965,,2025-08-20,Yes
CASH0084,CASH0084,N&K Grocery,1641 Pennsylvania Ave,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.303516,-76.6343349,2026-03-03,2026-02-11,No
CASH0524,CASH0524,1 Stop Food Store,23 N. Howard St,Baltimore,MD,21201,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.2902642,-76.6192045,2026-03-05,2026-02-11,No
CASH2244,CASH2244,Moo Convenience Store,5447 Park Heights Ave,Baltimore,MD,21215,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.3514931,-76.6823625,2026-02-11,2026-02-11,No
CASH3017,CASH3017,Woo Family Mart,2419 Reisterstown Rd,Baltimore,MD,21217,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.316192,-76.6493953,2026-02-26,2026-02-11,No
CASH3034,CASH3034,Super Convenience & PH,3020 Liberty Heights Ave,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3229089,-76.6668343,,2026-02-11,No
MISC0204,MISC0204,Misc Cash 204,,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.2908816,-76.610759,2026-03-05,2026-02-12,No
WAW01741,WAW01741,Walmart 1741,939 N Dupont Blvd,Milford,DE,19963,206,Route 210 Driver,Delaware,Milford,Milford,38.9292648,-75.435143,2026-03-04,2026-03-11,No
WAW05039,WAW05039,Walmart 5039,263 Walmart Dr,Camden,DE,19934,210,Route 210 Driver,Delaware,Camden,Camden,39.1134,-75.5417,2026-02-20,2026-02-17,No
CASH0007,CASH0007,7 Star W North,3201 W North Ave,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.3085577,-76.6712446,2026-02-24,2026-02-10,No
CASH0022,CASH0022,Allfay Mini Market,1201 E Preston St,Baltimore,MD,21202,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.3049262,-76.6016685,2026-02-26,2026-02-10,No
CASH0174,CASH0174,Gomez K&S Grocery Stores,1301 N Luzerne Ave,Baltimore,MD,,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.3059958,-76.5810832,2026-02-10,2026-02-10,No
CASH0247,CASH0247,M&P Grocery,2600 E Chase St,Baltimore,MD,21213,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.3039115,-76.5810478,2026-03-05,2026-02-10,No
CASH0384,CASH0384,Taylor Market And Tobacco,4123 Frederick Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2815062,-76.6844563,,2026-02-10,No
CASH3035,CASH3035,Broway Mart,1000 N Broadway,Baltimore,MD,21205,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3019796,-76.5948618,,2026-02-10,No
WAW01890,WAW01890,Walmart 1890,2702 N Salisbury Blvd,Salisbury,MD,21801,206,Route 206 Driver,Eastern Shore Maryland,Salisbury,Salisbury,38.4150861,-75.5661521,2026-02-27,2026-02-10,No
IND00045,IND00045,Ner Israel Rabbinical Col,400 Mount Wilson Ln,Baltimore,MD,21208,211,Route 211 Driver,Baltimore County,Baltimore County,Baltimore County,39.3894014,-76.7529373,2026-03-02,2026-03-10,No
SV000001,SV000001,Seven Mile Market,201 Reisterstown Rd,Pikesville,MD,21208,211,Route 211 Driver,Baltimore County,Baltimore County,Baltimore County,39.3659267,-76.7125918,2026-03-02,2026-03-10,No
CASH0002,CASH0002,24/7 Supermart,329 S Marlyn Ave,Essex,MD,21221,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3084747,-76.4641879,2026-02-19,2025-09-18,No
CASH0004,CASH0004,5th St Food Market,439 E Patapsco Ave,Baltimore,MD,21225,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2366704,-76.604095,,2024-08-22,Yes
CASH0006,CASH0006,7 Mart,1417 E Fayette St,Baltimore,MD,21231,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2929727,-76.5978958,,2025-08-05,Yes
CASH0012,CASH0012,A&E Corner Store,2221 E Baltimore St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2917095,-76.5854578,,2025-09-08,Yes
CASH0039,CASH0039,Big Apple,3133 W North Ave,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.308758,-76.6704356,,2026-02-06,No
CASH0055,CASH0055,Brooklyn Mini Mart,4109 Frederik Ave,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2904,-76.6122,,2024-10-16,Yes
CASH0056,CASH0056,Brother's Mart,3806 S Hanover St,Baltimore,MD,21225,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2364159,-76.610776,,2025-07-14,Yes
CASH0058,CASH0058,Cabrera's Deli,2649 Chesterfield Ave,Baltimore,MD,21213,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3272769,-76.5735437,2026-03-03,2025-09-01,No
CASH0068,CASH0068,Cha Cha Food Mart,1601 North Wolfe St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3087819,-76.5912796,,2024-10-16,Yes
CASH0077,CASH0077,Crispy Crunchy,400 S Broadway,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.286482,-76.593732,,2025-08-05,Yes
CASH0083,CASH0083,Customer First Mini Mart,2900 East Monument St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2992353,-76.5765148,,2025-07-08,Yes
CASH0100,CASH0100,E. Monument 3001,3001 E Monument St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2990206,-76.5750789,,2025-08-25,Yes
CASH0113,CASH0113,Express Grocery,2029 E North Ave,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3121324,-76.5895467,,2025-08-14,Yes
CASH0115,CASH0115,Express Supermarket,630 Poplar Rd,Baltimore,MD,21216,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3678506,-76.6426172,,2025-11-13,Yes
CASH0148,CASH0148,Fine Fair Food Mart,501 West Lexinton St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2904,-76.6122,,2025-05-27,Yes
CASH0157,CASH0157,Food Ways Market,6929 Holabird Ave,Dundalk,MD,21222,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2724985,-76.5233284,,2024-10-09,Yes
CASH0158,CASH0158,Food Xpress,2901 Hartford,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2904,-76.6122,,2025-08-29,Yes
CASH0159,CASH0159,Four Brothers,3123 Elmora Ave,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3156921,-76.5798077,,2025-06-25,Yes
CASH0169,CASH0169,Garrison Deli,,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2904,-76.6122,,2024-11-13,Yes
CASH0178,CASH0178,Green Mart 33,3308 Greenmount,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.328901,-76.6096595,,2025-07-11,Yes
CASH0185,CASH0185,Grocery Dollar Mart,3215 Greenmount Ave,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3274036,-76.6093324,,2025-07-11,Yes
CASH0192,CASH0192,Hanover Market,3570 Hanover St,Baltimore,MD,21225,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2387254,-76.6096537,,2026-02-02,No
CASH0194,CASH0194,Harbor Carry Out,413 E Baltimore St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2895381,-76.6096027,,2025-06-12,Yes
CASH0199,CASH0199,Hi-Mart,1051 Greenmount Ave,Baltimore,MD,21202,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3025854,-76.6074102,,2025-09-22,Yes
CASH0201,CASH0201,India Grocery Store,2900 Huntington Ave,Baltimore,MD,21211,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2904,-76.6122,,2025-05-16,Yes
CASH0205,CASH0205,Jamilys Market,300 S Calhoun St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2843886,-76.639552,,2025-11-25,Yes
CASH0208,CASH0208,Jimmy's Snacks,1328 W Lanvale St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2980163,-76.6399201,,2025-11-06,Yes
CASH0213,CASH0213,Jr Food Market Westwood,1938 Westwood,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3088566,-76.6492634,,2025-02-10,Yes
CASH0214,CASH0214,Jr Grocery Store Greenmou,2603 Greenmount Ave,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3198278,-76.6092647,,2024-11-06,Yes
CASH0226,CASH0226,L & S Food Market,4601 Garrison Blvd,Baltimore,MD,21215,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3392985,-76.6844643,2026-03-05,2024-08-06,No
CASH0254,CASH0254,Marathon Mulberry,427 W Mulberry St,Baltimore,MD,21201,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.293779,-76.6221706,2026-03-02,2026-02-05,No
CASH0269,CASH0269,Milton Grocery,540 N Milton Ave,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2976156,-76.5824637,,2024-11-14,Yes
CASH0275,CASH0275,Mo Grocery Store,700 N Kenwood,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2991122,-76.5783122,,2025-11-22,Yes
CASH0277,CASH0277,Moe Grocery Store,5460 Park Heights Ave,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3515149,-76.6833962,,2025-10-30,Yes
CASH0280,CASH0280,Montfort Grocery Stores,847 N Montfortd Ave,Baltimore,MD,21205,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2904,-76.6122,,2025-11-13,Yes
CASH0282,CASH0282,Garrison Grocery,4703 Garrison Blvd,Baltimore,MD,21215,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3401359,-76.6837976,,2025-09-30,Yes
CASH0287,CASH0287,Natural Deli,413 East Baltimore St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2895381,-76.6096027,,2025-04-16,Yes
CASH0298,CASH0298,One Stop Deli And Grocery,1300 N Caroline St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3053135,-76.5983143,,2025-10-06,Yes
CASH0318,CASH0318,Lexington Deli Mart,329 Lexington St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.291349,-76.620894,2026-03-03,2026-02-03,No
CASH0322,CASH0322,Quick Mart Lexington,329 W Lexington St,Baltimore,MD,21201,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.291349,-76.620894,,2025-07-18,Yes
CASH0325,CASH0325,Rany,1500 North Washington St,Baltimore,MD,21213,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3077572,-76.590396,,2024-09-11,Yes
CASH0330,CASH0330,Reyes Deli Grocery,801 Bentelou St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2904,-76.6122,,2025-11-06,Yes
CASH0339,CASH0339,Rossiter Grocery,5001 York Rd,Baltimore,MD,21212,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.349161,-76.6093284,2026-02-23,2026-02-04,No
CASH0366,CASH0366,Soda Pop Shop,4420 Pennington Ave,Curtis Bay,MD,21226,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2255094,-76.5886245,,2024-08-22,Yes
CASH0367,CASH0367,Spot Mart,400 S Payson St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.282639,-76.6485828,2026-02-27,2024-12-03,No
CASH0391,CASH0391,Torres Deli And Grocery,401 Furrow St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2827961,-76.6517093,2026-02-23,2026-02-02,No
CASH0395,CASH0395,Three Brothers Deli Market,535 N Glover St,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2977221,-76.5799271,2026-02-17,2025-07-25,No
CASH0400,CASH0400,USA Market,3505 Pelham Ave,Baltimore,MD,,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3208319,-76.5655046,,2025-03-28,Yes
CASH0411,CASH0411,Y And K Market,2201 Harford Rd,Baltimore,MD,21218,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.315286,-76.596742,,2025-08-15,Yes
CASH0430,CASH0430,Nisha Deli and Grocery,1701 Westwood Ave,Baltimore,MD,21217,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3087136,-76.6450656,2026-03-02,2026-02-12,No
CASH0458,CASH0458,York Rd Mini Mart,5307 York Rd,Baltimore,MD,21212,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3543143,-76.6096496,,2024-10-07,Yes
CASH0459,CASH0459,Brothers Convenience Store,3358 Greenmount Ave,Baltimore,MD,21218,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3297821,-76.6095845,,2025-06-19,Yes
CASH0505,CASH0505,Queen of Sheba,2445 North Charles St.,Baltimore,MD,21218,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.3176935,-76.6168075,,2025-09-29,Yes
CASH0507,CASH0507,A1 Grocery,620 N. Eutaw,Baltimore,MD,21201,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.283962,-76.6205647,,2026-02-06,No
CASH0518,CASH0518,Grocery La Bonita,600 N. Highland Ave,Baltimore,MD,21205,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2983245,-76.5700128,,2025-08-27,Yes
CASH0528,CASH0528,Exxon Station,5913 York Rd,Baltimore,MD,21212,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.364252,-76.609796,,2025-08-04,Yes
CASH0529,CASH0529,Highland Town Mini Mart,100 S. Conkling St,Baltimore,MD,21224,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.2908106,-76.5676339,,2025-08-27,Yes
CASH0536,CASH0536,Luckies Store and Deli,7713 Baltimore Annapolis Blvd,Glen Burnie,MD,21060,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.1513,-76.594891,,2026-02-19,No
CASH0544,CASH0544,Maple Lawn Market,8181 Maple Lawn Blvd,Fulton,MD,20759,208,Route 208 Driver,Baltimore City,Baltimore City,Baltimore City,39.1481397,-76.9064637,,2026-02-18,No
MISC0207,MISC0207,Misc Cash 207,,,,20784,207,Route 207 Driver,Prince George's County,Prince George's County,Prince George's County,38.9517213,-76.8901594,2026-03-05,,No
WGW00056,00056,Wegmans 056,20600 SENECA MEADOWS PKWY,Germantown,MD,20876,207,Route 207 Driver,Montgomery County,Montgomery County,Montgomery County,39.1994609,-77.2565105,2025-12-06,2025-12-06,Yes
CMW05217,05217,Comm Dover AFB 5217,268 GALAXY ST,Dover AFB,DE,19902,206,Route 206 Driver,Delaware,Dover,Dover,39.1582,-75.5244,,,Yes
CMW05720,05720,Comm Aberdeen Navy 5720,3400 SPRINGFIELD ST,Aberdeen Proving Ground,MD,21005,200,Route 200 Driver,Harford County,Aberdeen,Aberdeen,39.5093,-76.1641,,,Yes
CMW06264,06264,Comm Ft Detrick 6264,1510 PORTER ST,Frederick,MD,21702,201,Route 201 Driver,Frederick County,Frederick,Frederick,39.4362646,-77.4240179,,2026-02-13,No
IND20001,IND20001,Hocker's Supercenter,34960 Atlantic Ave,Ocean View,DE,19970,206,Route 206 Driver,Delaware,Ocean View,Ocean View,38.5432866,-75.085131,2026-02-27,2026-01-30,No
IND20002,IND20002,Ocean Waves,2 Dorchester St unit 108/109,Ocean City,MD,21842,206,Route 206 Driver,Eastern Shore Maryland,Ocean City,Ocean City & Coastal,38.3284,-75.087,2025-07-16,2025-07-16,Yes
RDW00091,RDW00091,REDNERS MARKET 91,24120 Zinfandel Ln,Lewes,DE,19958,206,Route 206 Driver,Unassigned,Unassigned,Unassigned,38.7447928,-75.186878,2026-02-28,2026-02-13,No
SL000002,SL000002,Save A Lot- Salisbury,220 Cypress St,Salisbury,MD,21801,206,Route 206 Driver,Eastern Shore Maryland,Salisbury,Lower Shore,38.3687172,-75.6065072,,,Yes
WAW02560,WAW02560,WALMART 2560,11416 Ocean Gtwy,Berlin,MD,21811,206,Route 206 Driver,Eastern Shore Maryland,Berlin,Ocean City & Coastal,38.3226,-75.2177,2025-03-11,2025-03-11,Yes
WAW02791,WAW02791,Walmart 2791,4 College Park Dr,Georgetown,DE,19947,206,Route 206 Driver,Unassigned,Unassigned,Unassigned,38.6904,-75.3857,,,Yes
WAW02931,WAW02931,Walmart 2931,409 N. Fruitland Blvd,Salisbury,MD,21801,206,Route 206 Driver,Eastern Shore Maryland,Salisbury,Lower Shore,38.3282583,-75.6105343,,2026-02-18,No
WAW04378,WAW04378,Walmart 4378,26036 Lankford Hwy,Onley,VA,23418,206,Route 206 Driver,Unassigned,Unassigned,Unassigned,37.6853385,-75.7239726,,,Yes
WMW00271,WMW00271,WEIS MARKETS 271,17232 N. Village Main Bvd,Lewes,DE,19958,206,Route 206 Driver,Unassigned,Unassigned,Unassigned,38.7525305,-75.1669437,2026-02-28,2026-03-06,No
AMW00849,AMW00849,ACME 0849,711 WASHINGTON AVE,CHESTERTOWN,MD,21620,210,Route 210 Driver,Eastern Shore Maryland,Chestertown,Upper Shore,39.2242811,-76.0680042,2026-02-12,2026-02-12,No
CASH0426,CASH0426,College Heights BP,513 Washington Ave,Chestertown,MD,21620,210,Route 210 Driver,Eastern Shore Maryland,Chestertown,Upper Shore,39.220618,-76.0681921,2025-04-18,2026-02-02,No
SFW02692,SFW02692,SHOPPERS FOOD WHSE 2692,7051 MLKING HWY,LANDOVER,MD,,0,Route 210 Driver,Prince George's County,Prince George's County,Prince George's County,38.934,-76.8973,2025-09-10,2025-09-10,Yes
WAW01715,WAW01715,WALMART 1715,8155 Elliott Rd,easton,MD,21601,210,Route 210 Driver,Eastern Shore Maryland,Easton,Mid Shore,38.7727798,-76.0542556,2026-02-27,2026-02-13,No
WAW01736,WAW01736,WALMART 1736,36 Jerome Dr,Dover,DE,19901,210,Route 210 Driver,Eastern Shore Delaware,Dover,Dover Area,39.1582,-75.5244,2026-03-04,2026-02-20,No
WAW02272,WAW02272,WALMART 2272,2775 Dorchester Sq,Cambridge,MD,21613,210,Route 210 Driver,Eastern Shore Maryland,Cambridge,Mid Shore,38.5539118,-76.0535227,2025-02-13,2025-02-13,Yes
WAW03802,WAW03802,WALMART 3802,705 MIDDLETOWN WARWICK RD,Middletown,DE,19709,210,Route 210 Driver,Unassigned,Unassigned,Unassigned,39.4430011,-75.7399292,2026-02-28,2026-02-17,No
WAW03843,WAW03843,WALMART 3843,610 Legion Rd,Denton,MD,21629,210,Route 210 Driver,Eastern Shore Maryland,Denton,Upper Shore,38.8744373,-75.821646,2026-02-19,2026-02-21,No
WMW00109,WMW00109,WEIS MARKETS 109,935 McKim Street,Middletown,DE,19709,210,Route 210 Driver,Unassigned,Unassigned,Unassigned,39.44976146722824,-75.71928858409427,,,Yes
FLW00950,FLW00950,FOOD LION 0950,511 E BALTIMORE ST & GRAND DR,TANEYTOWN,MD,21787,204,Route 204 Driver,Carroll County,Carroll County,Carroll County,39.6559,-77.174,2026-03-05,2026-02-05,No
FLW01162,FLW01162,FOOD LION 1162,2060 YELLOW SPRING RD,FREDERICK,MD,21702,204,Route 204 Driver,Frederick County,Frederick County,Frederick County,39.4143,-77.4105,2026-03-04,2026-02-20,No
FLW01216,FLW01216,FOOD LION 1216,231 TIPPIN DR,THURMONT,MD,21788,204,Route 204 Driver,Unassigned,Unassigned,Unassigned,39.6167968,-77.4201931,2026-03-05,2026-03-05,No
FLW01238,FLW01238,FOOD LION 1238,11800 OLD NATIONAL PIKE,NEW MARKET,MD,21774,204,Route 204 Driver,Frederick County,Frederick County,Frederick County,39.3835253,-77.2544029,2026-03-04,2026-03-04,No
FLW01413,FLW01413,FOOD LION 1413,8635 WALTHER BLVD,NOTTINGHAM,MD,21236,204,Route 204 Driver,Baltimore County,Baltimore County,Baltimore County,39.3887957,-76.5074782,2026-02-25,2026-03-09,No
FLW01423,FLW01423,FOOD LION 1423,2458 CHURCHVILLE RD,BEL AIR,MD,21015,214,Route 204 Driver,Harford County,Harford County,Harford County,39.5568664,-76.2718674,2026-02-26,2026-02-13,No
FLW01465,FLW01465,FOOD LION 1465,1312 S MAIN ST STE 4,MOUNT AIRY,MD,21771,204,Route 204 Driver,Carroll County,Carroll County,Carroll County,39.3763,-77.1548,2026-03-04,2026-02-20,No
FLW02193,FLW02193,FOOD LION 2193,3000 GAMBER RD,FINKSBURG,MD,21048,204,Route 204 Driver,Carroll County,Carroll County,Carroll County,39.4941814,-76.8942659,2026-03-05,2026-03-05,No
FLW02559,FLW02559,FOOD LION 2559,7069 BALTIMORE ANNAPOLIS BLVD,GLEN BURNIE,MD,21061,204,Route 204 Driver,Anne Arundel County,Anne Arundel County,Anne Arundel County,39.1997303,-76.6399835,2026-03-02,2026-03-09,No
FLW02560,FLW02560,FOOD LION 2560,7514 N POINT RD,EDGEMERE,MD,21219,204,Route 204 Driver,Baltimore County,Baltimore County,Baltimore County,39.2364809,-76.4408967,2026-02-25,2026-03-06,No
CASH0522,CASH0522,One Stop Mini Mart,578 Old Town Mall,Baltimore,MD,21202,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.2969014,-76.6030464,2026-03-03,2026-02-14,No
CASH3000,CASH3000,Old Town Market,624 Aisquith St.,Baltimore,MD,21202,204,Route 204 Driver,Baltimore City,Baltimore City,Baltimore City,39.2978622,-76.6020825,2026-03-03,2026-02-14,No
KFW02754,KFW02754,KEY FOOD 02754,1205 W PRATT STREET,BALTIMORE,MD,21223,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.284449,-76.6353965,2026-03-03,2026-02-14,No
CASH0009,CASH0009,A Grocery Store,1527 Pennsylvania Ave,Baltimore,MD,21217,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3025444,-76.6331096,,,Yes
CASH0024,CASH0024,Always Grocery,1115 Reisterstown Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.373853,-76.7222627,,,Yes
CASH0028,CASH0028,Arpan Shrestha,4501 Falls Rd,Baltimore,MD,21209,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3436392,-76.6401184,,,Yes
CASH0029,CASH0029,Artesanias Mi Casa,3305 Annapolis Rd,Baltimore,MD,21230,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2502164,-76.6393691,,2026-03-11,No
CASH0031,CASH0031,Avondale Mini Mart,505 N Avondale Rd,Dundalk,MD,21222,200,Route 200 Driver,Baltimore County,Baltimore County,Baltimore County,39.2398717,-76.5070195,,,Yes
CASH0033,CASH0033,Aziz,1419 East Baltimore,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.4265071,-76.5669053,,,Yes
CASH0035,CASH0035,Baniya Grocery,2800 Huntington Ave,Baltimore,MD,21211,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3284,-76.637,,,Yes
CASH0036,CASH0036,Belair Super Market,3211 Belair Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3207552,-76.5742798,,,Yes
CASH0037,CASH0037,Best Mart,601 N Edgewood St,Baltimore,MD,21229,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2899832,-76.676447,,,Yes
CASH0038,CASH0038,Best Way Supermarket,5695 Telegraph Rd,Alexandria,VA,22303,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,38.8003943,-77.0781988,,,Yes
CASH0042,CASH0042,Bisono Deli And Grocery,233 S Fulton Ave,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2844312,-76.6447658,,2026-01-13,No
CASH0043,CASH0043,BP Aberdeen,804 W Bel Air Ave,Aberdeen,MD,21001,200,Route 200 Driver,Harford County,Harford County,Harford County,39.5228547,-76.1891831,,,Yes
CASH0044,CASH0044,BP Dolfield Ave,3601 Dolfield Ave,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3361477,-76.6759658,,,Yes
CASH0045,CASH0045,BP Liberty Heights,2850 Liberty Heights Ave,Baltimore,MD,21207,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3220659,-76.6634763,,,Yes
CASH0047,CASH0047,BP Park Circle,3312 Reisterstown Rd,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3248134,-76.6576734,,,Yes
CASH0048,CASH0048,BP Park Heights,4419 Park Heights Ave,Baltimore,MD,21215,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.340555,-76.666896,,,Yes
CASH0049,CASH0049,BP Shop,9604 Reisterstown Rd,Owings Mills,MD,21117,200,Route 200 Driver,Unassigned,Unassigned,Unassigned,39.4039849,-76.758363,,,Yes
CASH0053,CASH0053,Broadway Convenience Mart,512 S Broadway,Baltimore,MD,21231,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2850908,-76.5937447,,,Yes
CASH0057,CASH0057,C And M Grocery,1956 W Fayette St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2895662,-76.6486086,,2026-01-12,No
CASH0059,CASH0059,California Marquet,923 Norh Eden St,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2892,-76.6076,,,Yes
CASH0060,CASH0060,Candm Grocery,1956 W Fayette St,Baltimore,MD,21223,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2895662,-76.6486086,,,Yes
CASH0062,CASH0062,Carrol Fuel,1900 N Rolling Rd,Baltimore,MD,,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3122338,-76.7553329,,,Yes
CASH0063,CASH0063,Carrol Fuel Patapsco,101 W Patasco Ave,Baltimore,MD,21225,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.235,-76.605,2026-03-02,,No
CASH0064,CASH0064,Carrol Fuel Woodlawn,1700 N Rolling Rd,Baltimore,MD,21244,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.3081072,-76.7539689,2026-02-26,2026-02-12,No
CASH0070,CASH0070,Central Food Market,2001 W Pratt St,Baltimore,MD,21223,200,Route 200 Driver,Baltimore City,Baltimore City,Baltimore City,39.2848747,-76.6486258,,2026-01-16,No
